t,biomass,S1,S2
0.53,0.0066637988485456255,0.4946879879101421,2.499927542713779
0.54,0.006729029319967105,0.4945574897526156,2.4999261597810842
0.55,0.006794922810335194,0.4944256508049752,2.499924776256159
0.56,0.006861486123458054,0.4942924573047091,2.499923392138564
0.57,0.00692872613679596,0.4941578953403598,2.49992200742786
0.58,0.006996649801461303,0.49402195085152434,2.4999206221236068
0.59,0.007065264142218589,0.4938846096288538,2.4999192362253644
0.6,0.007134576257484435,0.4937458573140538,2.4999178497326913
0.61,0.007204593319327574,0.4936056793998842,2.499916462645147
0.62,0.00727532257346885,0.4934640612301594,2.49991507496229
0.63,0.007346771339281226,0.49332098799974783,2.4999136866836773
0.64,0.007418947009789782,0.4931764447545725,2.4999122978088675
0.65,0.007491857058016084,0.4930304163787789,2.499910908337419
0.66,0.0075655090405358115,0.4928828875875909,2.4999095182688644
0.67,0.007639910580543812,0.4927338429615573,2.4999081276027098
0.68,0.007715069383742824,0.4925832669143709,2.499906736338461
0.69,0.00779099323898601,0.49243114369156776,2.499905344475625
0.7,0.007867690018276974,0.4922774573705276,2.499903952013709
0.71,0.007945167676769739,0.4921221918604731,2.4999025589522206
0.72,0.008023434252768769,0.49196533090247063,2.4999011652906695
0.73,0.008102497867728951,0.4918068580694298,2.4998997710285646
0.74,0.008182366726255611,0.4916467567661036,2.499898376165417
0.75,0.008263049116104497,0.4914850102290883,2.4998969807007376
0.76,0.008344553408181793,0.49132160152682375,2.4998955846340385
0.77,0.008426888061702234,0.4911565135491596,2.4998941879648338
0.78,0.008510061637474286,0.4909897289805356,2.4998927906926136
0.79,0.008594082766857327,0.4908212303627902,2.499891392816827
0.8,0.008678960173100646,0.4906510000519332,2.499889994336919
0.81,0.008764702674157248,0.490479020212451,2.4998885952523398
0.82,0.008851319182683847,0.4903052728173062,2.4998871955625384
0.83,0.008938818706040873,0.4901297396479378,2.4998857952669673
0.84,0.009027210346292459,0.48995240229426135,2.499884394365081
0.85,0.00911650330020646,0.4897732421546686,2.499882992856335
0.86,0.009206706859254428,0.4895922404360277,2.4998815907401872
0.87,0.00929783040961164,0.48940937815368324,2.499880188016098
0.88,0.00938988343215709,0.4892246361314561,2.4998787846835286
0.89,0.009482875502473455,0.48903799500164363,2.499877380741942
0.9,0.009576816297397275,0.48884943519177065,2.4998759761908063
0.91,0.009671715614429054,0.4886589368853912,2.4998745710295585
0.92,0.009767583327060953,0.4884664801124718,2.499873165257582
0.93,0.009864429413209967,0.48827204469179986,2.499871758874258
0.94,0.00996226395957447,0.4880756102221663,2.4998703518789704
0.95,0.01006109716163422,0.4878771560823658,2.4998689442711073
0.96,0.01016093932365035,0.487676661431197,2.499867536050058
0.97,0.010261800858665387,0.487474105207462,2.499866127215216
0.98,0.010363692288503232,0.4872694661299667,2.4998647177659774
0.99,0.010466624243769164,0.4870627226975208,2.499863307701741
1.0,0.010570607463849848,0.4868538531889377,2.4998618970219084
1.01,0.01067565279691334,0.4866428356630345,2.499860485725885
1.02,0.010781771199909057,0.486429647958632,2.4998590738130773
1.03,0.010888973738567825,0.4862142676945549,2.499857661282897
1.04,0.010997271602027719,0.48599667224005055,2.4998562481347584
1.05,0.011106676116435905,0.4857768386873701,2.4998548343680254
1.06,0.011217198690347112,0.4855547439622014,2.4998534199820046
1.07,0.011328850855757178,0.4853303647405884,2.499852004976004
1.08,0.011441644270642936,0.48510367744379135,2.4998505893493355
1.09,0.011555590718962203,0.48487465823828707,2.4998491731013153
1.1,0.01167070211065379,0.4846432830357687,2.499847756231263
1.11,0.0117869904816375,0.484409527493146,2.4998463387385024
1.12,0.01190446799381413,0.4841733670125449,2.499844920622361
1.13,0.012023146935065458,0.483934776741308,2.4998435018821703
1.14,0.012143039719254262,0.4836937315719944,2.4998420825172647
1.15,0.012264158886224322,0.4834502061423793,2.499840662526984
1.16,0.01238651710180037,0.4832041748354548,2.49983924191067
1.17,0.012510127157788186,0.482955611779429,2.4998378206676697
1.18,0.012635001972105403,0.48270449084746186,2.4998363987973344
1.19,0.012761154632559495,0.4824507855691375,2.49983497629901
1.2,0.012888598349749208,0.48219446922586034,2.499833553171949
1.21,0.013017346443590627,0.4819355148780067,2.4998321294153705
1.22,0.013147412381053505,0.4816738952885476,2.4998307050284985
1.23,0.01327880977616126,0.4814095829230484,2.499829280010562
1.24,0.013411552389990974,0.4811425499496692,2.499827854360794
1.25,0.013545654130673388,0.4808727682391646,2.499826428078432
1.26,0.013681129053392924,0.4806002093648836,2.4998250011627188
1.27,0.013817991360387654,0.4803248446027699,2.4998235736129013
1.28,0.013956255400949323,0.48004664493136173,2.4998221454282303
1.29,0.014095935671423332,0.4797655810317918,2.4998207166079625
1.3,0.014237046815208784,0.4794816232877873,2.4998192871513583
1.31,0.014379603622758376,0.47919474178567023,2.4998178570576823
1.32,0.014523621031578535,0.47890490631435684,2.4998164263262055
1.33,0.014669114126229312,0.47861208636535807,2.4998149949562007
1.34,0.014816098159257935,0.4783162510904381,2.499813562946949
1.35,0.014964588590056154,0.478017369223134,2.4998121302976593
1.36,0.015114600970540569,0.4777154093100096,2.4998106970074514
1.37,0.015266151017717198,0.4774103395637484,2.4998092630754445
1.38,0.015419254621508007,0.47710212784731654,2.499807828500763
1.39,0.01557392784475091,0.4767907416739629,2.4998063932825363
1.4,0.015730186923199763,0.4764761482072194,2.4998049574198986
1.41,0.01588804826552437,0.4761583142609006,2.499803520911989
1.42,0.016047528453310474,0.4758372062991039,2.4998020837579524
1.43,0.01620864424105977,0.47551279043620964,2.4998006459569373
1.44,0.01637141255618991,0.47518503243688076,2.4997992075080977
1.45,0.01653585049903445,0.47485389771606323,2.4997977684105934
1.46,0.016701975342842967,0.4745193513389856,2.4997963286635883
1.47,0.016869804533780897,0.4741813580211594,2.499794888266251
1.48,0.017039355690929667,0.473839882128379,2.499793447217755
1.49,0.017210646606286656,0.4734948876767215,2.49979200551728
1.5,0.017383695259774106,0.473146338302186,2.499790563164011
1.51,0.017558519897570315,0.47279419710234816,2.4997891201570672
1.52,0.017735138869779628,0.47243842696480237,2.499787676495449
1.53,0.017913570709277366,0.47207899040750545,2.49978623217815
1.54,0.018093834153559467,0.47171584953456347,2.4997847872041676
1.55,0.018275948144742513,0.4713489660362318,2.4997833415725053
1.56,0.0184599318295637,0.47097830118891476,2.49978189528217
1.57,0.018645804559380856,0.47060381585516625,2.499780448332175
1.58,0.01883358589017245,0.47022547048368907,2.499779000721536
1.59,0.01902329558253756,0.46984322510933546,2.499777552449275
1.6,0.0192149536016959,0.46945703935310673,2.4997761035144195
1.61,0.019408580117487827,0.4690668724221535,2.499774653916
1.62,0.019604195504374308,0.4686726831097755,2.499773203653052
1.63,0.019801820341436936,0.4682744297954218,2.4997717527246173
1.64,0.02000147541237796,0.46787207044469054,2.4997703011297405
1.65,0.020203181705520233,0.46746556260932914,2.4997688488674723
1.66,0.020406960413807247,0.46705486342723435,2.499767395936867
1.67,0.02061283297504377,0.46663992954105155,2.499765942336979
1.68,0.02082082113033433,0.4662207169801175,2.4997644880667456
1.69,0.021030946727793546,0.4657971815575393,2.4997630331250047
1.7,0.021243231847570702,0.46536927861711724,2.4997615775105944
1.71,0.02145769881307353,0.46493696301063436,2.499760121222357
1.72,0.0216743701909682,0.4645001890978565,2.499758664259137
1.73,0.02189326879117934,0.46405891074653205,2.4997572066197846
1.74,0.022114417666890013,0.46361308133239226,2.4997557483031514
1.75,0.022337840114541735,0.463162653739151,2.4997542893080937
1.76,0.022563559673834454,0.4627075803585049,2.499752829633471
1.77,0.02279160012772658,0.4622478130901332,2.4997513692781457
1.78,0.023021985502434953,0.4617833033416979,2.499749908240985
1.79,0.023254740067434894,0.4613140020288439,2.4997484465208584
1.8,0.023489888335460098,0.4608398595751984,2.4997469841166398
1.81,0.023727455062502796,0.46036082591237165,2.4997455210272053
1.82,0.023967465247813572,0.4598768504799566,2.4997440572514367
1.83,0.02420994413390155,0.45938788222552857,2.499742592788217
1.84,0.02445491722472038,0.4588938695678513,2.4997411276364314
1.85,0.024702410424318724,0.45839476011647395,2.4997396617948637
1.86,0.024952449775133504,0.45789050120132707,2.4997381952621622
1.87,0.025205061565155888,0.45738103965569404,2.499736728036967
1.88,0.02546027237218917,0.4568663217266449,2.4997352601179186
1.89,0.02571810906384879,0.45634629307503616,2.4997337915036586
1.9,0.025978598797562306,0.4558208987755109,2.4997323221928296
1.91,0.026241769020569423,0.45529008331649884,2.499730852184074
1.92,0.02650764746992197,0.4547537906002162,2.499729381476036
1.93,0.026776262172483904,0.4542119639426656,2.49972791006736
1.94,0.027047641444931332,0.4536645460736365,2.4997264379566917
1.95,0.027321813893752493,0.45311147913670463,2.4997249651426774
1.96,0.027598808415247745,0.45255270468923237,2.4997234916239637
1.97,0.027878654195529585,0.4519881637023688,2.4997220173991987
1.98,0.02816138071052267,0.4514177965610492,2.4997205424670312
1.99,0.028447017725963752,0.45084154306399576,2.49971906682611
2.0,0.028735595297401703,0.45025934242371707,2.4997175904750852
2.01,0.029027143770197585,0.44967113326650826,2.4997161134126085
2.02,0.029321693890104677,0.4490768534086978,2.499714635637289
2.03,0.029619276765841952,0.44847643993260405,2.499713157147557
2.04,0.029919923674353054,0.4478698295804955,2.4997116779417965
2.05,0.030223666235673,0.44725695840059493,2.499710198018388
2.06,0.0305305364148563,0.44663776174317743,2.4997087173757064
2.07,0.03084056652197683,0.4460121742605702,2.499707236012125
2.08,0.031153789212127973,0.4453801299071528,2.499705753926011
2.09,0.03147023748542249,0.4447415619393569,2.499704271115729
2.1,0.031789944686992616,0.4440964029156663,2.499702787579638
2.11,0.03211294450698998,0.4434445846966173,2.499701303316095
2.12,0.032439270980585716,0.4427860384447981,2.4996998183234513
2.13,0.03276895848797029,0.4421206946248493,2.4996983326000555
2.14,0.033102041754353724,0.4414484830034637,2.4996968461442512
2.15,0.03343855584996535,0.4407693326493862,2.4996953589543787
2.16,0.03377853619005407,0.4400831719334141,2.4996938710287733
2.17,0.03412201853488807,0.4393899285283969,2.4996923823657675
2.18,0.034469038989755084,0.4386895294092361,2.499690892963689
2.19,0.03481963402304684,0.4379819008162736,2.4996894028208576
2.2,0.035173840669838884,0.43726696784326946,2.499687911935449
2.21,0.03553169618254033,0.43654465514478746,2.4996864203055122
2.22,0.03589323814809697,0.43581488669868146,2.4996849279290823
2.23,0.036258504562669096,0.4350775856548798,2.499683434804184
2.24,0.036627533831631656,0.43433267433538497,2.49968194092883
2.25,0.03700036476957412,0.4335800742342738,2.499680446301021
2.26,0.0373770366003006,0.4328197060176975,2.499678950918747
2.27,0.037757588956829784,0.43205148952388134,2.4996774547799854
2.28,0.0381420618813949,0.43127534376312526,2.4996759578827015
2.29,0.03853049582544384,0.43049118691780314,2.4996744602248504
2.3,0.03892293164963899,0.4296989363423635,2.4996729618043743
2.31,0.03931941062385739,0.4288985085633289,2.499671462619204
2.32,0.039719974427190635,0.4280898192792963,2.4996699626672587
2.33,0.04012466514794489,0.427272783360937,2.4996684619464458
2.34,0.040533525283641,0.42644731485099646,2.4996669604546606
2.35,0.04094659774101427,0.4256133269642946,2.4996654581897877
2.36,0.04136392583601467,0.42477073208772564,2.4996639551496993
2.37,0.0417855534421674,0.42391944147973964,2.499662451332188
2.38,0.04221152493098086,0.4230593653913172,2.4996609467348456
2.39,0.0426418849349032,0.42219041354600606,2.499659441355241
2.4,0.04307667856657639,0.42131249469561627,2.4996579351909194
2.41,0.04351595142063003,0.42042551661658645,2.499656428239402
2.42,0.04395974957368123,0.4195293861099835,2.4996549204981857
2.43,0.044408119584334736,0.4186240090015029,2.4996534119647444
2.44,0.04486110849318284,0.41770929014146824,2.4996519026365287
2.45,0.04531876382280543,0.41678513340483175,2.4996503925109637
2.46,0.04578113357776996,0.415851441691174,2.4996488815854523
2.47,0.04624826624463146,0.4149081169247039,2.4996473698573727
2.48,0.046720210791932504,0.4139550600542589,2.4996458573240803
2.49,0.04719701667020333,0.4129921710533047,2.499644343982906
2.5,0.047678733811961624,0.4120193489199356,2.4996428298311573
2.51,0.048165412631712784,0.41103649167687395,2.4996413148661167
2.52,0.048657104025949735,0.4100434963714708,2.4996397990850454
2.53,0.04915385937315289,0.4090402590757057,2.4996382824851784
2.54,0.04965573063112371,0.40802667468878717,2.499636765063681
2.55,0.050162770432572945,0.4070026367435569,2.499635246817489
2.56,0.05067503170263866,0.40596803818217164,2.499633727743507
2.57,0.05119256791161902,0.4049227708432659,2.4996322078385997
2.58,0.051715433091248535,0.40386672542893426,2.499630687099589
2.59,0.05224368183469795,0.4027997915047319,2.499629165523255
2.6,0.052777369296574374,0.4017218574996742,2.4996276431063342
2.61,0.05331655119292115,0.4006328107062371,2.49962611984552
2.62,0.053861283801217956,0.3995325372803566,2.4996245957374628
2.63,0.054411623960380705,0.39842092224142944,2.4996230707787706
2.64,0.05496762907076171,0.39729784947231234,2.4996215449660086
2.65,0.055529357094149454,0.3961632017193228,2.499620018295698
2.66,0.056096866553768845,0.39501686059223823,2.4996184907643184
2.67,0.0566702165342809,0.3938587065642969,2.4996169623683056
2.68,0.05724946668178314,0.392688618972197,2.4996154331040525
2.69,0.05783467720380926,0.3915064760160972,2.49961390296791
2.7,0.05842590886932932,0.3903121547596168,2.499612371956185
2.71,0.059023223145043074,0.3891055308527763,2.499610840065052
2.72,0.059626682191437526,0.38788647854045993,2.499609307290446
2.73,0.060236348571233334,0.38665487125493303,2.4996077736282944
2.74,0.060852285485248535,0.38541058113602117,2.499606239074453
2.75,0.061474556776875314,0.38415347902200614,2.4996047036247018
2.76,0.06210322693208016,0.38288343444962586,2.4996031672747483
2.77,0.06273836107940385,0.3816003156540743,2.499601630020224
2.78,0.06338002498996133,0.38030398956900185,2.4996000918566867
2.79,0.06402828507744183,0.37899432182651466,2.4995985527796205
2.8,0.06468320839810886,0.37767117675717543,2.499597012784434
2.81,0.06534486265080017,0.3763344173900027,2.499595471866462
2.82,0.06601331617692772,0.3749839054524714,2.499593930020965
2.83,0.06668863796047775,0.3736195013705124,2.499592387243129
2.84,0.06737089762801077,0.372241064268513,2.499590843528065
2.85,0.06806016544866159,0.3708484519693162,2.499589298870811
2.86,0.06875651233413901,0.36944152099422184,2.4995877532663298
2.87,0.06946000986070942,0.3680201265180097,2.499586206709488
2.88,0.07017073047140573,0.36658412195575985,2.4995846591948148
2.89,0.07088874714224498,0.3651333596462275,2.4995831107167836
2.9,0.07161413350117457,0.3636676906075262,2.499581561269791
2.91,0.07234696388990848,0.362186964410503,2.499580010848105
2.92,0.07308731336392704,0.3606910291787393,2.499578459445863
2.93,0.07383525769247713,0.3591797315885501,2.4995769070570772
2.94,0.07459087335857205,0.3576529168689847,2.4995753536756276
2.95,0.0753542375589916,0.35611042880182614,2.4995737992952685
2.96,0.07612542820428198,0.3545521097215915,2.499572243909624
2.97,0.07690452391875592,0.3529778005155319,2.4995706875121906
2.98,0.07769160404049258,0.3513873406236323,2.4995691300963356
2.99,0.07848674862133762,0.3497805680386116,2.4995675716552976
3.0,0.07929003842690317,0.3481573193059227,2.499566012182188
3.01,0.08010155493656762,0.3465174295237528,2.4995644516699875
3.02,0.08092138034347629,0.34486073234302234,2.4995628901115503
3.03,0.08174959756314451,0.34318705994916676,2.4995613274995736
3.04,0.08258629034364326,0.3414962428310241,2.4995597638262614
3.05,0.08343154312837157,0.33978811007375304,2.4995581990837947
3.06,0.0842854410800476,0.33806248930382,2.499556633264221
3.07,0.08514807010957325,0.336319206627332,2.499555066359362
3.08,0.0860195168760347,0.33455808663003617,2.49955349836081
3.09,0.08689986878670183,0.33277895237732047,2.49955192925993
3.1,0.08778921399702881,0.33098162541421283,2.4995503590478596
3.11,0.08868764141065356,0.3291659257653822,2.499548787715507
3.12,0.08959524067939824,0.3273316719351371,2.499547215253554
3.13,0.09051210220326877,0.3254786809074275,2.4995456416524533
3.14,0.09143831713045529,0.3236067681458429,2.499544066902431
3.15,0.09237397735733169,0.32171574759361393,2.499542490993484
3.16,0.09331917552845616,0.3198054316736111,2.4995409139153826
3.17,0.09427400503657049,0.3178756312883459,2.4995393356576674
3.18,0.09523856002260106,0.3159261558199694,2.499537756209653
3.19,0.09621293530304492,0.3139568132683093,2.4995361755601584
3.2,0.09719722641863017,0.31196741015224,2.499534593697423
3.21,0.09819152980527367,0.3099577511861098,2.4995330106098064
3.22,0.09919594258603172,0.3079276396805434,2.49953142628526
3.23,0.10021056256564252,0.30587687755289455,2.499529840711312
3.24,0.10123548823052654,0.3038052653272456,2.4995282538750643
3.25,0.10227081874878619,0.30171260213440826,2.499526665763196
3.26,0.10331665397020605,0.29959868571192255,2.499525076361961
3.27,0.10437309442625281,0.2974633124040577,2.4995234856571895
3.28,0.1054402413300751,0.29530627716181196,2.4995218936342867
3.29,0.10651819657650391,0.29312737354291185,2.4995203002782334
3.3,0.10760706274205203,0.29092639371181345,2.499518705573587
3.31,0.10870694308491455,0.28870312843970125,2.4995171095044793
3.32,0.10981794154496854,0.2864573671044889,2.4995155120546184
3.33,0.11094016274377325,0.28418889769081856,2.499513913207288
3.34,0.11207371160890028,0.2818975075302087,2.4995123129448196
3.35,0.11321869349410348,0.27958298306089496,2.499510711248618
3.36,0.1143752149758074,0.277245108259494,2.499509108100336
3.37,0.1155433830002506,0.2748836663240776,2.4995075034808023
3.38,0.11672330486482202,0.2724984397109764,2.4995058973699957
3.39,0.11791508821806132,0.2700892101347792,2.4995042897470463
3.4,0.11911884105965855,0.26765575856833357,2.499502680590235
3.41,0.12033467174045458,0.26519786524274475,2.4995010698769944
3.42,0.12156268896244048,0.2627153096473775,2.499499457583907
3.43,0.12280300177875832,0.26020787052985395,2.4994978436867066
3.44,0.12405571959370035,0.2576753258960554,2.4994962281602775
3.45,0.12532095216270964,0.25511745301012106,2.499494610978656
3.46,0.1265988095923796,0.2525340283944492,2.4994929921150275
3.47,0.12788940234045457,0.24992482782969552,2.49949137154173
3.48,0.12919284073045678,0.24728962731667534,2.4994897492297596
3.49,0.13050923371079837,0.24462820553315884,2.4994881251474514
3.5,0.13183869228181672,0.24194033704131299,2.4994864992639454
3.51,0.13318132710017275,0.2392257970383992,2.4994848715468625
3.52,0.1345372481335944,0.23648436204119136,2.4994832419619564
3.53,0.1359065646608765,0.23371580988597632,2.499481610473118
3.54,0.13728938527188098,0.2309199197285529,2.499479977042372
3.55,0.1386858178675367,0.2280964720442331,2.4994783416298794
3.56,0.14009596965983956,0.2252452486278408,2.4994767041939343
3.57,0.14151994717185234,0.2223660325937131,2.4994750646909685
3.58,0.14295785623770516,0.21945860837569872,2.499473423075547
3.59,0.1444098020025946,0.2165227617271601,2.4994717793003707
3.6,0.14587588892278483,0.21355827972097102,2.4994701333162754
3.61,0.14735622054838973,0.21056495118067595,2.4994684850720366
3.62,0.1488508948333795,0.20754257598815962,2.4994668345101467
3.63,0.15036001168594432,0.20449095009415172,2.4994651815736395
3.64,0.15188366990364507,0.20140987160487905,2.4994635262033476
3.65,0.15342196453250245,0.198299146024642,2.499461868335528
3.66,0.1549749868669977,0.1951585862558133,2.4994602079018633
3.67,0.1565428244500718,0.19198801259883957,2.499458544829458
3.68,0.1581255610731263,0.18878725275223954,2.4994568790408422
3.69,0.15972327677602258,0.18555614181260557,2.4994552104539705
3.7,0.16133604784708236,0.18229452227460277,2.49945353898222
3.71,0.1629639468230875,0.17900224403096932,2.4994518645343935
3.72,0.16460704248928004,0.1756791643725163,2.4994501870147174
3.73,0.1662653996932595,0.1723251483575517,2.49944850632268
3.74,0.16793907035892042,0.16894008664865706,2.49944682234528
3.75,0.16962810336273967,0.165523875906091,2.4994451349657822
3.76,0.17133254122740058,0.16207642535421135,2.4994434440606303
3.77,0.17305241450080106,0.15859766794005903,2.499441749494504
3.78,0.1747877417560536,0.15508756033335785,2.499440051120319
3.79,0.1765385295914856,0.1515460829265141,2.4994383487792287
3.8,0.17830477263063874,0.1479732398346175,2.4994366423006227
3.81,0.18008645352226976,0.14436905889543974,2.499434931502127
3.82,0.18188354294008205,0.14073359166996763,2.4994332161896033
3.83,0.18369598840577256,0.13706693562712785,2.4994314961471535
3.84,0.1855237200647342,0.13336922267845913,2.499429771142861
3.85,0.18736664905153577,0.12964062242332505,2.499428040926824
3.86,0.18922465428182103,0.12588136836592984,2.499426305218989
3.87,0.1910975824523094,0.12209175791531705,2.499424563709146
3.88,0.19298524804079542,0.11827215238537069,2.4994228160569327
3.89,0.1948874333061493,0.11442297699481407,2.499421061891833
3.9,0.19680388375038357,0.11054472987244035,2.499419300808789
3.91,0.198734285396113,0.106638027148169,2.4994175323471883
3.92,0.2006782814799642,0.10270356982570934,2.4994157560072017
3.93,0.2026354377452804,0.09874221265722714,2.49941397121454
3.94,0.20460523734491864,0.09475497425843828,2.499412177315404
3.95,0.2065870808412505,0.09074303710860711,2.4994103735764863
3.96,0.2085802810088436,0.08670775786238889,2.4994085591793413
3.97,0.21058401936772142,0.08265075358991636,2.4994067331758045
3.98,0.21259734975350442,0.07857389469237264,2.4994048944926823
3.99,0.2146191321553497,0.07447943617345015,2.4994030418549014
4.0,0.2166480212674538,0.07037004035411094,2.4994011737726334
4.01,0.2186824559224328,0.06624879783545032,2.4993992885278784
4.02,0.2207205762411935,0.06211939185702145,2.499397384077065
4.03,0.22276016926974912,0.05798620614666779,2.4993954579803623
4.04,0.22479854195437754,0.053854576934555136,2.4993935072227838
4.05,0.2268324925575295,0.04973084966284305,2.499391528171774
4.06,0.2288581541798037,0.04562268940905276,2.4993895163477906
4.07,0.23087079147893097,0.041539484202748916,2.4993874660829305
4.08,0.23286455611996737,0.03749283027998717,2.49938537005523
4.09,0.23483228285840102,0.03349693674267546,2.499383218853233
4.1,0.2367650657044364,0.02956946662586498,2.499381000056312
4.11,0.23865165688464307,0.02573273035057656,2.4993786963433053
4.12,0.24047808299462603,0.022014448256926424,2.499376283985129
4.13,0.242226803296452,0.018449423410212225,2.4993737289523423
4.14,0.24387605717614538,0.015080844023002716,2.4993709795722916
4.15,0.24539957208396262,0.01196087343256774,2.4993679577558727
4.16,0.24676727097441079,0.009149277858811953,2.4993645359919356
4.17,0.24794793513736926,0.00670819505558464,2.4993605019960903
4.18,0.24891546769899453,0.004689818447684493,2.49935548228649
4.19,0.24965784821898057,0.0031188301234852125,2.4993487950467195
4.2,0.2501851978037508,0.001976777047711527,2.499339141209581
4.21,0.25053031403678566,0.001201771099721064,2.499323934530821
4.22,0.25074016463530135,0.0007071124023383813,2.4992977453514182
4.23,0.25086544942573524,0.0004063819600331901,2.499248446003456
4.24,0.2509566641291638,0.00023111251135855582,2.4991486110325676
4.25,0.2510195823201445,0.0001549440192987793,2.4990112473409067
4.26,0.2510725327437785,0.00011961103725981374,2.498855493208175
4.27,0.2511298492139191,9.941540412856404e-5,2.498679010797544
4.28,0.25119647941411655,8.638846920099747e-5,2.498480205112163
4.29,0.2512747124567564,7.729153789589313e-5,2.498257945289817
4.3,0.2513658099623144,7.0572177451446e-5,2.498011403148639
4.31,0.25147055151565995,6.539740566776485e-5,2.4977399548076082
4.32,0.25158945862912085,6.12817918074686e-5,2.497443118486757
4.33,0.2517229009518255,5.7923913413237144e-5,2.4971205138584542
4.34,0.2518711521948003,5.512701642009349e-5,2.496771834751132
4.35,0.25203442222494093,5.275722671733679e-5,2.4963968302295014
4.36,0.252212876562582,5.072032064959892e-5,2.495995291223936
4.37,0.2524066487074921,4.894819308166738e-5,2.4955670410750264
4.38,0.2526158488429379,4.7390183704190964e-5,2.4951119280893126
4.39,0.2528405693138893,4.6007959257360104e-5,2.494629820557816
4.4,0.2530808888326466,4.4771994803441916e-5,2.494120602574193
4.41,0.25333687572540675,4.3658990561118036e-5,2.4935841706916153
4.42,0.25360858978197787,4.265053596464377e-5,2.49302043189965
4.43,0.25389608427906846,4.173175432312613e-5,2.492429301318984
4.44,0.2541994072932479,4.089045412036718e-5,2.491810700679267
4.45,0.2545186024996867,4.011667554729457e-5,2.491164557338013
4.46,0.2548537102119101,3.9402121724448026e-5,2.4904908029847483
4.47,0.25520476810599535,3.8739774480099386e-5,2.4897893727285347
4.48,0.2555718115047959,3.8123757434097865e-5,2.4890602047276245
4.49,0.25595487398007927,3.754906947625762e-5,2.4883032393840656
4.5,0.25635398776499124,3.701140416256042e-5,2.487518418790623
4.51,0.2567691840348133,3.650702803104321e-5,2.4867056863532606
4.52,0.2572004930163613,3.603274153203754e-5,2.4858649866366487
4.53,0.2576479443555159,3.558574873857161e-5,2.4849962648441632
4.54,0.2581115672803113,3.516359890620534e-5,2.4840994665878346
