draw,status,binding_bounds,urea_export
58,OPTIMAL,v2:upper,133.74062695410677
59,OPTIMAL,v2:upper,162.1807027499806
60,OPTIMAL,v1:upper,90.643396507094
61,OPTIMAL,v2:upper,86.69380728667987
62,OPTIMAL,v2:upper,57.02967167218704
63,OPTIMAL,v2:upper,82.83339931463708
64,OPTIMAL,v2:upper,459.4562978246807
65,OPTIMAL,v2:upper,213.48969012021325
66,OPTIMAL,v2:upper,20.780156329051596
67,OPTIMAL,v2:upper,227.10195986204508
68,OPTIMAL,v1:upper,426.21496714617336
69,OPTIMAL,v2:upper,127.39898470162574
70,OPTIMAL,v2:upper,27.898126042459804
71,OPTIMAL,v2:upper,19.16204752168934
72,OPTIMAL,v2:upper,425.12678993873374
73,OPTIMAL,v2:upper,83.1073717022193
74,OPTIMAL,v2:upper,38.21065104686641
75,OPTIMAL,v2:upper,92.93758625564037
76,OPTIMAL,v2:upper,113.84948744173657
77,OPTIMAL,v1:upper,57.457513458557884
78,OPTIMAL,v2:upper,279.8272705371289
79,OPTIMAL,v2:upper,82.6826717306625
80,OPTIMAL,v2:upper,229.56854479061636
81,OPTIMAL,v2:upper,137.35677158747396
82,OPTIMAL,v1:upper,769.326578478077
83,OPTIMAL,v2:upper,80.56425144485792
84,OPTIMAL,v2:upper,113.08405275203597
85,OPTIMAL,v2:upper,130.4532112015881
86,OPTIMAL,v2:upper,49.20583829728102
87,OPTIMAL,b1:lower;b2:lower;b3:upper;b4:upper;b5:lower;b6:upper;b7:upper;b8:upper;b14:lower,1000.0
88,OPTIMAL,v2:upper,429.87373468664634
89,OPTIMAL,v2:upper,168.3048231045073
90,OPTIMAL,v3:upper,29.03326497325546
91,OPTIMAL,v2:upper,205.06364208546177
92,OPTIMAL,v2:upper,448.3820742725381
93,OPTIMAL,v2:upper,149.50003720364282
94,OPTIMAL,v1:upper,93.45578900604293
95,OPTIMAL,v2:upper,105.86373960705683
96,OPTIMAL,v2:upper,169.9362653390457
97,OPTIMAL,v2:upper,118.19121909342097
98,OPTIMAL,v1:upper,44.74701847517171
99,OPTIMAL,v2:upper,160.57678215870712
100,OPTIMAL,v2:upper,52.881603101464165
101,OPTIMAL,v2:upper,178.18190098197704
102,OPTIMAL,v2:upper,98.85313262094623
103,OPTIMAL,v1:upper,112.5000394529775
104,OPTIMAL,v1:upper,97.36852858370288
105,OPTIMAL,v2:upper,104.4800896791225
106,OPTIMAL,v2:upper,430.2290103596788
107,OPTIMAL,v2:upper,151.66199912438483
108,OPTIMAL,v2:upper,44.39739915305514
109,OPTIMAL,v2:upper,178.51248340410314
110,OPTIMAL,v2:upper,199.94281198642696
111,OPTIMAL,v1:upper,241.21457250912852
112,OPTIMAL,v2:upper,170.64939547047115
113,OPTIMAL,v2:upper,336.52669870190704
114,OPTIMAL,v2:upper,260.71133578560244
115,OPTIMAL,v2:upper,355.03284082735087
116,OPTIMAL,v2:upper,93.32783236784294
117,OPTIMAL,v3:upper,236.70604275625922
118,OPTIMAL,v2:upper,188.42468644526267
119,OPTIMAL,v2:upper,135.38901856216972
120,OPTIMAL,v2:upper,254.18662945647296
121,OPTIMAL,v2:upper,172.83734855032
122,OPTIMAL,v2:upper,61.91306898683912
123,OPTIMAL,v1:upper,163.76793876616378
124,OPTIMAL,v2:upper,296.59052575262604
125,OPTIMAL,v2:upper,26.716317654075315
126,OPTIMAL,v2:upper,87.85720090590509
127,OPTIMAL,v2:upper,105.29765085090273
128,OPTIMAL,v2:upper,104.7309101973542
129,OPTIMAL,v2:upper,71.42377129903835
130,OPTIMAL,v2:upper,484.2806352120655
131,OPTIMAL,v1:upper,141.39105428511257
132,OPTIMAL,v2:upper,205.369126236725
133,OPTIMAL,v2:upper,36.22185062532126
134,OPTIMAL,v2:upper,48.347961348069056
135,OPTIMAL,v2:upper,171.3063396348869
136,OPTIMAL,v2:upper,123.2382691565183
137,OPTIMAL,v1:upper,422.8745581051704
138,OPTIMAL,v2:upper,25.002611218832765
139,OPTIMAL,v2:upper,22.410130744636056
140,OPTIMAL,v1:upper,184.71328561002326
141,OPTIMAL,v2:upper,546.5871624225641
142,OPTIMAL,v2:upper,86.56995083854765
143,OPTIMAL,v2:upper,151.06537593673994
144,OPTIMAL,v2:upper,117.77368537947115
145,OPTIMAL,v2:upper,110.80691945204954
146,OPTIMAL,v2:upper,158.95168012406708
147,OPTIMAL,v2:upper,114.11498912816475
148,OPTIMAL,v2:upper,102.61804806643632
149,OPTIMAL,v2:upper,40.29896664033684
150,OPTIMAL,v2:upper,95.31826497222092
151,OPTIMAL,v1:upper,315.35685492281556
152,OPTIMAL,v2:upper,42.97150109133175
153,OPTIMAL,v2:upper,268.08641054094085
154,OPTIMAL,v2:upper,325.2225401933818
155,OPTIMAL,v2:upper,49.99451785587585
156,OPTIMAL,v1:upper,63.03034827396137
157,OPTIMAL,v1:upper,263.62319822976
158,OPTIMAL,v1:upper,154.8021550065716
159,OPTIMAL,v2:upper,73.35283729283822
160,OPTIMAL,v2:upper,52.42864460517293
161,OPTIMAL,v2:upper,57.83061253792067
162,OPTIMAL,v2:upper,21.874954175187156
163,OPTIMAL,v2:upper,52.60762457378846
164,OPTIMAL,v1:upper,99.27029725348115
165,OPTIMAL,v2:upper,38.567999134702355
166,OPTIMAL,v2:upper,17.935480202288936
167,OPTIMAL,v2:upper,39.02918744317134
168,OPTIMAL,v2:upper,254.86362625529208
169,OPTIMAL,v3:upper,64.49584675516834
170,OPTIMAL,v2:upper,73.68958271458918
171,OPTIMAL,v2:upper,67.82406431222503
172,OPTIMAL,v2:upper,75.04297242354905
173,OPTIMAL,v2:upper,82.4393619521602
174,OPTIMAL,v2:upper,70.58030851183953
175,OPTIMAL,v2:upper,503.1085372164483
176,OPTIMAL,v2:upper,55.26041630043279
177,OPTIMAL,v4:upper,189.62478885174326
178,OPTIMAL,v2:upper,189.96580485871445
179,OPTIMAL,v2:upper,147.19421156688944
180,OPTIMAL,v2:upper,45.83888455383475
181,OPTIMAL,v2:upper,102.03743621706559
182,OPTIMAL,v2:upper,98.95186422750596
183,OPTIMAL,v2:upper,61.72689040581943
184,OPTIMAL,v2:upper,280.6367409187335
185,OPTIMAL,v2:upper,103.20622910710382
186,OPTIMAL,v2:upper,67.2794981969924
187,OPTIMAL,v2:upper,173.00232683048978
188,OPTIMAL,v2:upper,68.28357713160156
189,OPTIMAL,v2:upper,23.262490372537737
190,OPTIMAL,v2:upper,112.12291945860207
191,OPTIMAL,v2:upper,11.782530299972569
192,OPTIMAL,v2:upper,107.63199481971381
193,OPTIMAL,v2:upper,69.28345130715138
194,OPTIMAL,v1:upper,45.78001584952216
195,OPTIMAL,v2:upper,187.89943396893275
196,OPTIMAL,v2:upper,59.57955651289578
197,OPTIMAL,v1:upper,92.21874705424852
198,OPTIMAL,v2:upper,25.52591812247595
199,OPTIMAL,v2:upper,18.63435559967138
200,OPTIMAL,v1:upper,57.92891426446181
201,OPTIMAL,v1:upper,84.61985902101283
202,OPTIMAL,v2:upper,78.47113728357554
203,OPTIMAL,v1:upper,326.35051117145423
204,OPTIMAL,v2:upper,40.003264285540894
205,OPTIMAL,v2:upper,88.87108809881268
206,OPTIMAL,v2:upper,203.28022696434724
207,OPTIMAL,v2:upper,36.29401986031776
208,OPTIMAL,v2:upper,23.599202338759802
209,OPTIMAL,v3:upper,259.5953868864836
210,OPTIMAL,v2:upper,127.60425684579405
211,OPTIMAL,v2:upper,184.95288798988838
212,OPTIMAL,v2:upper,280.4587889011178
213,OPTIMAL,v2:upper,174.03136145741928
214,OPTIMAL,v2:upper,92.4951793937968
215,OPTIMAL,v2:upper,92.31183765027247
216,OPTIMAL,v2:upper,77.41142804762036
217,OPTIMAL,v2:upper,76.15978227437076
218,OPTIMAL,v4:upper,110.7239077249229
219,OPTIMAL,v2:upper,32.48092668179379
220,OPTIMAL,v2:upper,295.8084417962802
221,OPTIMAL,v2:upper,53.53211397712377
222,OPTIMAL,v2:upper,88.74115096569449
223,OPTIMAL,v2:upper,71.26611636037984
224,OPTIMAL,v2:upper,74.25054859501262
225,OPTIMAL,v1:upper,680.4569445655048
226,OPTIMAL,v2:upper,107.83861761717888
227,OPTIMAL,v3:upper,149.56898098810157
228,OPTIMAL,v2:upper,229.1943455835926
229,OPTIMAL,v2:upper,127.26286117152247
230,OPTIMAL,v2:upper,49.77254223496464
231,OPTIMAL,v2:upper,141.1930647763662
232,OPTIMAL,v3:upper,354.1867929877516
233,OPTIMAL,v2:upper,139.0297592480932
234,OPTIMAL,v2:upper,669.7592362315606
235,OPTIMAL,v2:upper,124.82467257996362
236,OPTIMAL,v2:upper,54.87522948929804
237,OPTIMAL,v2:upper;v3:upper,65.67657469144137
238,OPTIMAL,v2:upper,63.81806303870594
239,OPTIMAL,v2:upper,86.62463614107807
240,OPTIMAL,v2:upper,31.343273761884355
241,OPTIMAL,v2:upper,93.47962101753201
242,OPTIMAL,v2:upper,31.797406302985152
243,OPTIMAL,v1:upper,38.15852541824294
244,OPTIMAL,v2:upper,487.30915278735586
245,OPTIMAL,v2:upper,75.45415667996653
246,OPTIMAL,v2:upper,30.236351697892932
247,OPTIMAL,v2:upper,40.35968544652186
248,OPTIMAL,v2:upper,48.85304434515363
249,OPTIMAL,v2:upper,217.65338326539035
250,OPTIMAL,v2:upper,100.11258980924131
251,OPTIMAL,v2:upper,237.39075195028244
252,OPTIMAL,v2:upper,73.72014962953219
253,OPTIMAL,v2:upper,181.64888475164318
254,OPTIMAL,v2:upper,676.4313960715085
255,OPTIMAL,v2:upper,49.19596380502443
256,OPTIMAL,v2:upper,333.93524810501896
257,OPTIMAL,v2:upper,60.89488187747732
258,OPTIMAL,v1:upper,94.30852839410481
259,OPTIMAL,v2:upper,158.0400755464845
260,OPTIMAL,v2:upper,83.01849014932826
261,OPTIMAL,v2:upper,167.62901172337038
262,OPTIMAL,v2:upper,74.67543396118825
263,OPTIMAL,v2:upper,404.44426715027106
264,OPTIMAL,v2:upper,120.48686113752058
265,OPTIMAL,v2:upper,90.82754964377298
266,OPTIMAL,v3:upper,74.68359050392195
267,OPTIMAL,v2:upper,121.67646186541343
268,OPTIMAL,v2:upper,204.00906469027134
269,OPTIMAL,v3:upper,69.30150584439862
270,OPTIMAL,v2:upper,34.888017586927056
271,OPTIMAL,v2:upper,159.60706016654223
272,OPTIMAL,v2:upper,573.0050576811906
273,OPTIMAL,v2:upper,27.918665037555904
274,OPTIMAL,v2:upper,69.87899251402315
275,OPTIMAL,v2:upper,49.328610320734604
276,OPTIMAL,v2:upper,50.60458584176328
277,OPTIMAL,v2:upper,33.86008971622081
278,OPTIMAL,v2:upper,9.734113324407062
279,OPTIMAL,v2:upper,53.96240142399817
280,OPTIMAL,v2:upper,156.9937563061385
281,OPTIMAL,v1:upper,29.562322189605865
282,OPTIMAL,v2:upper,76.71307013563937
283,OPTIMAL,v2:upper,186.58825567273033
284,OPTIMAL,v1:upper,274.69452455759034
285,OPTIMAL,v2:upper,385.9337264940353
286,OPTIMAL,v2:upper,29.841307024409023
287,OPTIMAL,v2:upper,140.28551105259876
288,OPTIMAL,v2:upper,447.48416686098955
289,OPTIMAL,v1:upper,101.29349959705937
290,OPTIMAL,v1:upper,97.2353052862479
291,OPTIMAL,v1:upper,103.64541140531797
292,OPTIMAL,v2:upper,222.58807756432353
293,OPTIMAL,v2:upper,72.89222688706447
294,OPTIMAL,v2:upper,187.70765083437408
295,OPTIMAL,v2:upper,35.326674811359645
296,OPTIMAL,v1:upper,321.5972318119227
297,OPTIMAL,v2:upper,34.78368722807383
298,OPTIMAL,v2:upper,393.8985704510049
299,OPTIMAL,v2:upper,185.14551698941753
300,OPTIMAL,v2:upper,78.33205207816219
301,OPTIMAL,v2:upper,110.09368331951255
302,OPTIMAL,v2:upper,29.015584155145977
303,OPTIMAL,v2:upper,41.24798993612974
304,OPTIMAL,v2:upper,51.18539936910011
305,OPTIMAL,v2:upper,95.26242803691476
306,OPTIMAL,v1:upper,109.28347843207706
307,OPTIMAL,v2:upper,41.34671695380922
308,OPTIMAL,v1:upper,45.13136903763295
309,OPTIMAL,v2:upper,266.30719496151545
310,OPTIMAL,v2:upper,155.92321970575696
311,OPTIMAL,v2:upper,193.47314943683068
312,OPTIMAL,v1:upper,242.85215959807152
313,OPTIMAL,v2:upper,119.89437231034249
314,OPTIMAL,v2:upper,307.0559793374532
315,OPTIMAL,v2:upper,85.77211477332536
316,OPTIMAL,v2:upper,697.7170375667388
317,OPTIMAL,v2:upper,295.9584450718809
318,OPTIMAL,v2:upper,54.86763441333692
319,OPTIMAL,v2:upper,53.90305600982225
320,OPTIMAL,v2:upper,73.00109528780764
321,OPTIMAL,v2:upper,47.7633876502501
322,OPTIMAL,v2:upper,140.8710274509248
323,OPTIMAL,v2:upper,58.723011691347956
324,OPTIMAL,v3:upper,43.00158229614918
325,OPTIMAL,v2:upper,49.38448137633893
326,OPTIMAL,b1:lower;b2:lower;b3:upper;b4:upper;b5:lower;b6:upper;b7:upper;b8:upper;b14:lower,1000.0
327,OPTIMAL,v1:upper,248.26514938978644
328,OPTIMAL,v1:upper,67.98464499077167
329,OPTIMAL,v2:upper,202.424952856385
330,OPTIMAL,v2:upper,57.96062961772954
331,OPTIMAL,v4:upper,250.23374006893258
332,OPTIMAL,v2:upper,87.15243605376449
333,OPTIMAL,v2:upper,131.62084323306385
334,OPTIMAL,v2:upper,48.89272142429871
335,OPTIMAL,v2:upper,103.10988636655286
336,OPTIMAL,v2:upper,230.74608061464397
337,OPTIMAL,v2:upper,25.83592235458955
338,OPTIMAL,v2:upper,9.737181539859234
339,OPTIMAL,v2:upper,55.49365553627524
340,OPTIMAL,v2:upper,268.6271057236447
341,OPTIMAL,v2:upper,15.631293264822688
342,OPTIMAL,v2:upper,22.24197891507391
343,OPTIMAL,v3:upper,71.24753304700164
344,OPTIMAL,v2:upper,87.96807145936957
345,OPTIMAL,v2:upper,210.61203395373983
346,OPTIMAL,v2:upper,107.84693908990074
347,OPTIMAL,v1:upper,158.298068761345
348,OPTIMAL,v2:upper,182.60500769649272
349,OPTIMAL,v1:upper,59.077129306393296
350,OPTIMAL,v2:upper,65.98056762860845
351,OPTIMAL,v2:upper,149.67862178833855
352,OPTIMAL,v2:upper,57.24500022660833
353,OPTIMAL,v2:upper,105.21768751918673
354,OPTIMAL,v2:upper,51.22142599429776
355,OPTIMAL,v2:upper,43.962163263912835
356,OPTIMAL,v2:upper,102.1971166330344
357,OPTIMAL,v2:upper,144.0796145176467
358,OPTIMAL,v2:upper,69.32794765267549
359,OPTIMAL,v2:upper,113.9252232714137
360,OPTIMAL,v2:upper,16.36639812820504
361,OPTIMAL,v2:upper,33.35409111295703
362,OPTIMAL,v2:upper,256.1347380422989
363,OPTIMAL,v2:upper,41.90844611887289
364,OPTIMAL,v2:upper,102.39810657889127
365,OPTIMAL,v2:upper,204.16016025297225
366,OPTIMAL,v1:upper,279.38859012856807
367,OPTIMAL,v2:upper,132.47138743631763
368,OPTIMAL,v3:upper,203.73467140022834
369,OPTIMAL,v3:upper,20.72969301575702
370,OPTIMAL,v3:upper,69.21420358520423
371,OPTIMAL,v2:upper,134.72131207454066
372,OPTIMAL,v2:upper,141.50138800881652
373,OPTIMAL,v2:upper,370.5304296784091
374,OPTIMAL,v1:upper,165.87550545591796
375,OPTIMAL,v2:upper,238.38135584190573
376,OPTIMAL,v2:upper,57.29976270922544
377,OPTIMAL,v1:upper,358.8634813723237
378,OPTIMAL,v2:upper,172.9858394026937
379,OPTIMAL,v1:upper,80.43249391559371
380,OPTIMAL,v2:upper,139.478997805594
381,OPTIMAL,v2:upper,100.78532615791336
382,OPTIMAL,v2:upper,120.57475206561365
383,OPTIMAL,v2:upper,21.8975644951083
384,OPTIMAL,v3:upper,157.65995165040317
385,OPTIMAL,v2:upper,100.3999395494491
386,OPTIMAL,v2:upper,204.44533583076756
387,OPTIMAL,v1:upper,435.80104915266014
388,OPTIMAL,v2:upper,50.675467399677025
389,OPTIMAL,v2:upper,48.26329433800424
390,OPTIMAL,v2:upper,336.45995545647366
391,OPTIMAL,v2:upper,58.37052860243464
392,OPTIMAL,v2:upper,219.98679278777732
393,OPTIMAL,v2:upper,146.52320925140856
394,OPTIMAL,v1:upper,121.48010293802679
395,OPTIMAL,v2:upper,137.9656953737865
396,OPTIMAL,v2:upper,41.49752440719629
397,OPTIMAL,v2:upper,42.85864205966143
398,OPTIMAL,v1:upper,29.45448976996437
399,OPTIMAL,v2:upper,97.59910063409791
400,OPTIMAL,v1:upper,178.7462404633489
401,OPTIMAL,v2:upper,89.94067794327425
402,OPTIMAL,v2:upper,246.95565798365607
403,OPTIMAL,v2:upper,255.3276364079098
404,OPTIMAL,v2:upper,218.3262391431818
405,OPTIMAL,v3:upper,75.1686782305045
406,OPTIMAL,v2:upper,116.63834424493402
407,OPTIMAL,v2:upper,61.28482293796235
408,OPTIMAL,v2:upper,153.47278619432385
409,OPTIMAL,v1:upper,93.89199689576296
410,OPTIMAL,v2:upper,95.76650317503157
411,OPTIMAL,v2:upper,180.39286502192292
412,OPTIMAL,v2:upper,131.33536620284426
413,OPTIMAL,v2:upper,178.08058990954945
414,OPTIMAL,v2:upper,124.0031193163023
415,OPTIMAL,v2:upper,48.78921751322916
416,OPTIMAL,v2:upper,191.38717849610805
417,OPTIMAL,v2:upper,50.29834193397391
418,OPTIMAL,v2:upper,195.83754050360866
419,OPTIMAL,v2:upper,312.5105187264959
420,OPTIMAL,v2:upper,80.01582422680478
421,OPTIMAL,v2:upper,285.25125414146794
422,OPTIMAL,v1:upper,156.70673774494475
423,OPTIMAL,v1:upper,168.67998325404383
424,OPTIMAL,v2:upper,35.609174491452215
425,OPTIMAL,v2:upper,145.15524987352836
426,OPTIMAL,v1:upper,157.99362837855787
427,OPTIMAL,v2:upper,171.9024597480731
428,OPTIMAL,v1:upper,291.5354451968525
429,OPTIMAL,v2:upper,98.31548497799184
430,OPTIMAL,v2:upper,57.59638273530795
431,OPTIMAL,v1:upper,29.042865374545077
432,OPTIMAL,v2:upper,53.98800527103074
433,OPTIMAL,v2:upper,33.502524904767796
434,OPTIMAL,v2:upper,17.311095356178722
435,OPTIMAL,v2:upper,88.63729190976704
436,OPTIMAL,v2:upper,28.770219931658165
437,OPTIMAL,v2:upper,94.62729746143117
438,OPTIMAL,v3:upper,152.6310495100369
439,OPTIMAL,v2:upper,38.14624817438156
440,OPTIMAL,v2:upper,231.99379073442333
441,OPTIMAL,v2:upper,131.82331805111858
442,OPTIMAL,v2:upper,166.1989466628243
443,OPTIMAL,v2:upper,127.94390389438756
444,OPTIMAL,v1:upper,218.12499657067747
445,OPTIMAL,b1:lower;b2:lower;b3:upper;b4:upper;b5:lower;b6:upper;b7:upper;b8:upper;b14:lower,1000.0
446,OPTIMAL,v2:upper,85.78690423122421
447,OPTIMAL,v3:upper,19.19581064217842
448,OPTIMAL,v1:upper,105.87709263747871
449,OPTIMAL,v2:upper,26.712007445999767
450,OPTIMAL,v2:upper,69.88597532989405
451,OPTIMAL,v1:upper,183.31958555646676
452,OPTIMAL,v2:upper,112.69952701702547
453,OPTIMAL,v2:upper,833.0039203667319
454,OPTIMAL,v2:upper,520.0061264029111
455,OPTIMAL,v2:upper,14.376605264478245
456,OPTIMAL,v2:upper,39.48512462118565
457,OPTIMAL,v2:upper,38.930114188571174
458,OPTIMAL,v2:upper,181.48063554140444
459,OPTIMAL,v2:upper,206.0057593549253
460,OPTIMAL,v2:upper,16.719105039550985
461,OPTIMAL,v2:upper,470.87191769287074
462,OPTIMAL,v2:upper,73.84960230841133
463,OPTIMAL,v2:upper,43.57617515020254
464,OPTIMAL,v3:upper,240.6657131869772
465,OPTIMAL,v2:upper,109.29241206793402
466,OPTIMAL,v2:upper,30.31878820974758
467,OPTIMAL,v2:upper,183.10785191871364
468,OPTIMAL,v2:upper,160.82037882866624
469,OPTIMAL,v2:upper,183.09701883007068
470,OPTIMAL,v2:upper,374.9083049910613
471,OPTIMAL,v2:upper,170.50296734008174
472,OPTIMAL,v2:upper,55.06389253430497
473,OPTIMAL,v2:upper,17.89837669948359
474,OPTIMAL,v2:upper,80.73244748212
475,OPTIMAL,v2:upper,147.47783502820144
476,OPTIMAL,v1:upper,101.73339090929935
477,OPTIMAL,v2:upper,35.66450985572508
478,OPTIMAL,v2:upper,184.71543449760998
479,OPTIMAL,v2:upper,82.56598981064302
480,OPTIMAL,v2:upper,98.38889377985417
481,OPTIMAL,v2:upper,85.3181662241922
482,OPTIMAL,v1:upper,101.37924953392357
483,OPTIMAL,v2:upper,128.14472810635755
484,OPTIMAL,v2:upper,34.30804384698559
485,OPTIMAL,v2:upper,116.74639014958706
486,OPTIMAL,v2:upper,239.94215946631093
487,OPTIMAL,v2:upper,57.6784309839662
488,OPTIMAL,v2:upper,74.05241969325829
489,OPTIMAL,v2:upper,53.74029831633614
490,OPTIMAL,v2:upper,111.4113771799462
491,OPTIMAL,v1:upper,107.32136399315041
492,OPTIMAL,v2:upper,20.581693467349027
493,OPTIMAL,v1:upper,108.9078132965214
494,OPTIMAL,v2:upper,285.54276066945175
495,OPTIMAL,v2:upper,324.5944276248632
496,OPTIMAL,v2:upper,51.6046141792795
497,OPTIMAL,v1:upper,662.3692853347642
498,OPTIMAL,v2:upper,362.808804105617
499,OPTIMAL,v2:upper,51.664118174566426
500,OPTIMAL,v2:upper,22.7144445240705
501,OPTIMAL,v2:upper,24.29339334531018
502,OPTIMAL,v2:upper,17.23331890822679
503,OPTIMAL,v2:upper,64.78022553999489
504,OPTIMAL,v2:upper,467.7833324912906
505,OPTIMAL,v2:upper,342.0372501035526
506,OPTIMAL,v2:upper,21.127916615163127
507,OPTIMAL,v2:upper,92.29874056512985
508,OPTIMAL,v1:upper,80.44000407046387
509,OPTIMAL,v1:upper,253.28945245731467
510,OPTIMAL,v1:upper,103.81574260321591
511,OPTIMAL,v2:upper,62.29380437398398
512,OPTIMAL,v2:upper,133.9122548938251
513,OPTIMAL,v2:upper,171.88127831865387
514,OPTIMAL,v3:upper,15.928992604708187
515,OPTIMAL,v2:upper,84.3815273805411
516,OPTIMAL,v2:upper,20.810653034815502
517,OPTIMAL,v2:upper,77.91805845876668
518,OPTIMAL,v2:upper,205.9215379155887
519,OPTIMAL,v2:upper,79.22580003022463
520,OPTIMAL,v2:upper,82.9379842134954
521,OPTIMAL,v2:upper,196.47050254449044
522,OPTIMAL,v2:upper,133.96781946622306
523,OPTIMAL,v2:upper,420.95947482312016
524,OPTIMAL,v2:upper,158.7385661241353
525,OPTIMAL,v2:upper,26.365526947332725
526,OPTIMAL,v4:upper,39.53300382285752
527,OPTIMAL,v2:upper,149.81235858068402
528,OPTIMAL,v1:upper,11.571521860882953
529,OPTIMAL,v2:upper,185.56477981504898
530,OPTIMAL,v2:upper,89.72390504487154
531,OPTIMAL,v2:upper,125.01825485332795
532,OPTIMAL,v2:upper,45.72810164544909
533,OPTIMAL,v2:upper,207.51036472806757
534,OPTIMAL,v2:upper,291.0375592689925
535,OPTIMAL,v2:upper,375.1375215629367
536,OPTIMAL,v2:upper,116.24361577561577
537,OPTIMAL,v2:upper,266.6124755532135
538,OPTIMAL,v2:upper,102.4710645779352
539,OPTIMAL,v2:upper,30.08652656305406
540,OPTIMAL,v2:upper,21.453453884549795
541,OPTIMAL,v1:upper,307.2662584864283
542,OPTIMAL,v2:upper,631.7354852633733
543,OPTIMAL,v2:upper,29.025634680367208
544,OPTIMAL,v2:upper,216.26302195381814
545,OPTIMAL,v2:upper,122.11245901057268
546,OPTIMAL,v2:upper,99.38508891958413
547,OPTIMAL,v2:upper,91.92930996368686
548,OPTIMAL,v2:upper,354.21252814827284
549,OPTIMAL,v2:upper,190.29749032076612
550,OPTIMAL,v3:upper,43.37865718916876
551,OPTIMAL,v1:upper,171.54496304879197
552,OPTIMAL,v4:upper,35.36067695576124
553,OPTIMAL,v2:upper,88.07682919314776
554,OPTIMAL,v2:upper,123.5328153162143
555,OPTIMAL,v2:upper,591.4812980243856
556,OPTIMAL,v2:upper,13.032450827005258
557,OPTIMAL,v2:upper,150.16615311755575
558,OPTIMAL,v2:upper,371.77048506026495
559,OPTIMAL,v2:upper,379.44511075673097
560,OPTIMAL,v2:upper,184.31221050043672
561,OPTIMAL,v2:upper,114.32911508873536
562,OPTIMAL,v2:upper,56.36158639363901
563,OPTIMAL,v2:upper,44.132886029174315
564,OPTIMAL,v3:upper,229.26723668330592
565,OPTIMAL,v2:upper,261.0632857226996
566,OPTIMAL,v3:upper,417.25807893453725
567,OPTIMAL,v2:upper,456.851837794358
568,OPTIMAL,v2:upper,49.79687704921595
569,OPTIMAL,v2:upper,148.78648706514676
570,OPTIMAL,v2:upper,175.7441148909207
571,OPTIMAL,v2:upper,67.46393465957166
572,OPTIMAL,v2:upper,150.32440896156794
573,OPTIMAL,v2:upper,95.58734203609362
574,OPTIMAL,v2:upper,106.36086927928355
575,OPTIMAL,v2:upper,221.18360653173096
576,OPTIMAL,v2:upper,33.246987197104154
